train_no,train_name,distance,source_station_name,departure_time,day_of_departure,destination_station_name,arrival_time,day_of_arrival
53434,BHW-AZ PASS,441,BARHARWA JN.,18:23:00,Mondayd,AZIMGANJ JN.,18:21:00,Mondayd
53435,KWAE-AZ PASS,457,KATWA JN.,18:41:00,Sundayd,AZIMGANJ JN.,18:39:00,Tuesdayd
53436,AZ-KWAE PASS,467,AZIMGANJ JN.,18:54:00,Tuesdayd,KATWA JN.,18:52:00,Tuesdayd
53441,HSDA - BGP P,474,HANSDIHA,19:05:00,Fridayd,BHAGALPUR,19:03:00,Fridayd
53442,BGP - HSDAPG,491,BHAGALPUR,19:25:00,Friday,HANSDIHA,19:23:00,Friday
53443,MDLE - BGP P,497,HANSDIHA,19:49:00,Saturday,BHAGALPUR,19:47:00,Monday
53444,BGP - MDLE P,51001,BHAGALPUR,20:45:00,Thursday,HANSDIHA,20:20:00,Saturday
53445,HSDA - BGP P,51008,HANSDIHA,21:05:00,Sunday,BHAGALPUR,21:03:00,Tuesday
53446,BGP - HSDA P,526,BHAGALPUR,21:25:00,Thursday,HANSDIHA,21:23:00,Saturday
53447,BAKA - BGP P,534,BANKA,21:45:00,Tuesday,BHAGALPUR,21:43:00,Tuesday
53448,BGP - BAKA P,555,BHAGALPUR,22:30:00,Wednesday,BANKA,22:28:00,Friday
53449,BAKA - BGP P,598,BANKA,23:02:00,Thursday,BHAGALPUR,23:00:00,Saturday
53450,BGP - BAKA P,639,BHAGALPUR,23:40:00,Sunday,BANKA,23:35:00,Tuesday
53451,DUMK-HSDA PA,689,DUMKA,00:23:00,Monday,HANSDIHA,00:21:00,Monday
53452,HSDA-DUMK PA,692,HANSDIHA,00:40:00,Wednesday,DUMKA,00:35:00,Friday
53479,JMP-KIUL PAS,745,JAMALPUR JN.,01:45:00,Sunday,KIUL JN.,01:43:00,Tuesday
53480,KIUL-JMP PAS,761,KIUL JN.,02:10:00,Thursday,JAMALPUR JN.,02:08:00,Saturday
53481,TPL-RJL PGR,799,TINPAHAR JN.,03:00:00,Wednesday,RAJMAHAL,02:55:00,Friday
53482,RJL-TPH PGR,841,RAJMAHAL,03:37:00,Friday,TINPAHAR JN.,03:35:00,Friday
53483,TPL-RJL PGR,861,TINPAHAR JN.,04:00:00,Saturday,RAJMAHAL,03:58:00,Monday
53484,RJL-TPH PGR,872,RAJMAHAL,04:17:00,Sunday,TINPAHAR JN.,04:15:00,Tuesday
53485,TPL-RJL PGR,897,TINPAHAR JN.,05:00:00,Friday,RAJMAHAL,04:50:00,Friday
53486,RJL-TPH PGR,921,RAJMAHAL,05:27:00,Friday,TINPAHAR JN.,05:25:00,Friday
53487,TPL-RJL PGR,933,TINPAHAR JN.,05:43:00,Monday,RAJMAHAL,05:41:00,Monday
53488,RJL-TPH PGR,946,RAJMAHAL,06:00:00,Sunday,TINPAHAR JN.,05:58:00,Tuesday
53489,TPL-RJL PGR,985,TINPAHAR JN.,06:52:00,Thursday,RAJMAHAL,06:50:00,Saturday
53490,RJL-TPH PGR,11001002,RAJMAHAL,07:02:00,Thursday,TINPAHAR JN.,07:00:00,Saturday
53491,TPL-RJL PGR,110013,TINPAHAR JN.,07:12:00,Friday,RAJMAHAL,07:10:00,Friday
53492,RJL-TPH PGR,110048,RAJMAHAL,09:00:00,Tuesday,TINPAHAR JN.,08:55:00,Tuesday
53493,TPH - RJL,110065,TINPAHAR JN.,09:19:00,Sunday,RAJMAHAL,09:18:00,Tuesday
53494,RJL-TPH PASS,110093,RAJMAHAL,09:41:00,Wednesday,TINPAHAR JN.,09:39:00,Friday
53495,TPH-RJL PASS,1112,TINPAHAR JN.,09:59:00,Sunday,RAJMAHAL,09:58:00,Tuesday
53496,RJL-TPH,1133,RAJMAHAL,10:16:00,Monday,TINPAHAR JN.,10:14:00,Monday
53497,BGP-JMP PASS,1142,BHAGALPUR,10:29:00,Saturday,JAMALPUR JN.,10:28:00,Monday
53498,JMP-BGP PASS,1186,JAMALPUR JN.,11:15:00,Sunday,BHAGALPUR,11:10:00,Tuesday
53511,MDP-GRD PASS,1192,MADHUPUR JN.,11:29:00,Thursday,GIRDIH,11:27:00,Saturday
53512,GRD-MDP PASS,121008,GIRDIH,11:45:00,Monday,MADHUPUR JN.,11:43:00,Monday
53513,MDP-GRD PASS,1222,MADHUPUR JN.,12:00:00,Monday,GIRDIH,11:59:00,Monday
53514,GRD-MDP PASS,1253,GIRDIH,12:35:00,Thursday,MADHUPUR JN.,12:34:00,Saturday
53515,MDP-GRD PASS,126100,MADHUPUR JN.,12:46:00,Wednesday,GIRDIH,12:44:00,Friday
53516,GRD-MDP PASS,1278,GIRDIH,13:25:00,Thursday,MADHUPUR JN.,13:15:00,Saturday
53517,MDP-GRD PASS,1311,MADHUPUR JN.,13:53:00,Monday,GIRDIH,13:51:00,Monday
53518,GRD-MDP PASS,1339,GIRDIH,14:15:00,Thursday,MADHUPUR JN.,14:13:00,Saturday
53519,MDP - GRD PA,1353,MADHUPUR JN.,14:30:00,Monday,GIRDIH,14:28:00,Monday
53520,GRD - MDP PA,1385,GIRDIH,14:58:00,Tuesday,MADHUPUR JN.,14:56:00,Tuesday
53523,ASN-BRKA PAS,1416,ASANSOL MAIN,15:26:00,Monday,BARKAKANA,15:24:00,Monday
53524,DHN-ASN PASS,1446,BARKAKANA,15:50:00,Sunday,ASANSOL MAIN,15:48:00,Tuesday
53525,BRKA-BSB PAS,1461,BARKAKANA,16:45:00,Wednesday,VARANASI JN.,16:40:00,Friday
53526,BSB-BRKA PAS,151004,VARANASI JN.,17:20:00,Friday,BARKAKANA,17:18:00,Friday
53551,JSME-DUMKA P,153100,DUMKA,17:45:00,Friday,JASIDIH JN.,17:43:00,Friday
53552,DUMKA- JSME,155100,JASIDIH JN.,18:00:00,Tuesday,DUMKA,17:58:00,Tuesday
53553,JSME DUMKA P,156100,DUMKA,18:10:00,Tuesday,JASIDIH JN.,18:08:00,Tuesday
53554,DUMKA  JSME,1569,JASIDIH JN.,18:20:00,Thursday,DUMKA,18:18:00,Saturday
53555,JSME DMKA PA,1585,DUMKA,18:55:00,Friday,JASIDIH JN.,18:45:00,Friday
53556,DMKA JSME PA,161009,JASIDIH JN.,19:20:00,Tuesday,DUMKA,19:18:00,Tuesday
53611,BRWD-DOS PAS,1656,BARWADIH JN,19:55:00,Tuesday,DEHRI-ON-SON,19:53:00,Tuesday
53612,DOS-BRWD,171001,DEHRI-ON-SON,21:05:00,Monday,BARWADIH JN,21:00:00,Monday
53615,JMP-GAYA PAS,1769,JAMALPUR JN.,21:50:00,Friday,GAYA JN.,21:45:00,Friday
53616,GAYA-JAMALPU,1842,GAYA JN.,23:00:00,Wednesday,JAMALPUR JN.,22:55:00,Friday
53623,JAJ - GAYA P,1847,JHAJHA,23:10:00,Wednesday,GAYA JN.,23:08:00,Friday
53624,GAYA-JAJ  PA,1892,GAYA JN.,00:45:00,Friday,JHAJHA,00:40:00,Friday
53625,KIUL-GAYA,1976,KIUL JN.,02:45:00,Friday,GAYA JN.,02:42:00,Friday
53626,GAYA - KIUL,1996,GAYA JN.,03:05:00,Tuesday,KIUL JN.,03:02:00,Tuesday
53627,GAYA - KIUL,21002100,KIUL JN.,03:35:00,Tuesday,GAYA JN.,03:32:00,Tuesday
53628,GAYA-KIUL  P,210029,GAYA JN.,04:05:00,Saturday,KIUL JN.,04:05:00,Monday
53629,KIUL-GAYA PA,100,KIUL JN.,10:55:00,Wednesday,GAYA JN.,00:00:00,Friday
53630,GAYA -KIUL,17,GAYA JN.,11:15:00,Monday,KIUL JN.,11:13:00,Monday
53631,KIUL-GAYA,37,KIUL JN.,11:38:00,Sunday,GAYA JN.,11:35:00,Tuesday
53632,GAYA-KIUL PA,428,GAYA JN.,17:40:00,Wednesday,KIUL JN.,17:30:00,Friday
53641,DLN -MGS-PAS,735,DILDARNAGAR JN,22:30:00,Saturday,MUGHAL SARAI JN.,22:20:00,Monday
53642,MGS-DLN  PAS,98100,MUGHAL SARAI JN.,01:55:00,Friday,DILDARNAGAR JN,01:45:00,Friday
53643,DLN-TRG PASS,1169,DILDARNAGAR JN,05:00:00,Saturday,TARIGHAT,04:50:00,Monday
53644,TRG-DLN PASS,1353,TARIGHAT,10:15:00,Thursday,DILDARNAGAR JN,09:55:00,Saturday
53645,DLN-TRG PASS,1389,DILDARNAGAR JN,10:57:00,Tuesday,TARIGHAT,10:56:00,Tuesday
53646,TRG-DLN PASS,1412,TARIGHAT,11:22:00,Monday,DILDARNAGAR JN,11:21:00,Monday
53647,DLN-TRG PASS,1437,DILDARNAGAR JN,12:12:00,Friday,TARIGHAT,12:10:00,Friday
53648,TRG-DLN PASS,1455,TARIGHAT,12:49:00,Monday,DILDARNAGAR JN,12:47:00,Monday
54001,TILAK BRIDGE,1462,TILAK BRIDGE,13:07:00,Sunday,ROHTAK JN.,13:03:00,Tuesday
54002,ROHTAK TILAK,1495,ROHTAK JN.,14:55:00,Sunday,TILAK BRIDGE,14:45:00,Tuesday
54005,DELHI BHIWAN,1517,DELHI JN.,15:18:00,Thursday,BHIWANI JN.,15:16:00,Saturday
54006,JIND ROK PAS,1526,JIND JN,15:31:00,Saturday,ROHTAK JN.,15:29:00,Monday
54007,JIND PNP ROK,1552,ROHTAK JN.,16:05:00,Tuesday,JIND JN,16:00:00,Tuesday
54008,JIND ROK PAS,1573,JIND JN,16:25:00,Friday,ROHTAK JN.,16:23:00,Friday
54009,JIND PNP ROK,1595,ROHTAK JN.,17:06:00,Friday,JIND JN,16:56:00,Friday
54010,NRW-JIND PAS,163100,NARWANA JN.,17:36:00,Sunday,JIND JN,17:34:00,Tuesday
54011,TKJ SDLP PAS,1663,TILAK BRIDGE,19:00:00,Saturday,SADULPUR JN,18:30:00,Monday
54012,SDLP TKJ PAS,169100,SADULPUR JN,19:25:00,Saturday,TILAK BRIDGE,19:23:00,Monday
54013,ROK BNW PASS,1711,ROHTAK JN.,19:55:00,Friday,BHIWANI JN.,19:50:00,Friday
54014,BNW ROK PASS,1772,BHIWANI JN.,00:00:00,Friday,ROHTAK JN.,21:05:00,Friday
54015,ROK-BNW PASS,100,ROHTAK JN.,05:15:00,Saturday,BHIWANI JN.,05:15:00,Monday
54016,BNW ROK PASS,6100,BHIWANI JN.,06:05:00,Saturday,ROHTAK JN.,06:00:00,Monday
54018,BNW-ROK PASS,81,BHIWANI JN.,06:25:00,Tuesday,ROHTAK JN.,06:23:00,Tuesday
54019,RE-ROK PASS,11008,REWARI JN.,07:50:00,Wednesday,ROHTAK JN.,07:25:00,Friday
54023,ROHTAK JIND,14100,ROHTAK JN.,08:17:00,Sunday,JIND JN,08:15:00,Tuesday
54024,JIND DELHI P,175,JIND JN,09:20:00,Tuesday,DELHI JN.,09:10:00,Tuesday
54025,ROK-PNP PASS,197,ROHTAK JN.,09:48:00,Saturday,PANIPAT JN.,09:46:00,Monday
54026,PNP-ROK PASS,218,PANIPAT JN.,10:15:00,Thursday,ROHTAK JN.,10:10:00,Saturday
54031,DELHI JIND P,244,DELHI JN.,10:55:00,Friday,JIND JN,10:53:00,Friday
54032,NRW- DELHI P,253,JIND JN,11:10:00,Monday,DELHI JN.,11:08:00,Monday
54033,DELHI JIND P,275,DELHI JN.,12:10:00,Sunday,NARWANA JN.,12:00:00,Tuesday
54034,JIND DELHI P,31009,JIND JN,13:08:00,Thursday,DELHI JN.,13:04:00,Saturday
54035,DELHI JIND J,315,DELHI JN.,13:18:00,Saturday,JAKHAL JN.,13:16:00,Monday
54036,JAKHAL JIND,333,JAKHAL JN.,13:47:00,Tuesday,DELHI JN.,13:45:00,Tuesday
54037,KKDE-JIND PA,358,KURUKSHETRA JN.,14:28:00,Sunday,JIND JN,14:26:00,Tuesday
54038,JIND-KKDE PA,381,JIND JN,14:55:00,Thursday,KURUKSHETRA JN.,14:53:00,Saturday
54039,KKDE-JIND PA,417,KURUKSHETRA JN.,17:05:00,Saturday,JIND JN,16:40:00,Monday
54040,JIND-KKDE PA,6100100,JIND JN,20:40:00,Thursday,KURUKSHETRA JN.,20:30:00,Saturday
54041,KKDE-JIND PA,789,KURUKSHETRA JN.,23:30:00,Friday,JIND JN,23:20:00,Friday
54042,JIND-KKDE PA,110035,JIND JN,03:30:00,Tuesday,KURUKSHETRA JN.,03:20:00,Tuesday
54043,JIND -HSR PA,1342,JIND JN,08:10:00,Thursday,HISAR JN,08:00:00,Saturday
54044,HSR-JIND PAS,1732,HISAR JN,15:10:00,Tuesday,JIND JN,15:05:00,Tuesday
54045,JHI - FZR PA,1753,JIND JN,15:35:00,Sunday,FIROZPUR CANTT JN.,15:32:00,Tuesday
54046,FZR - JHI PA,177100,FIROZPUR CANTT JN.,16:15:00,Monday,JIND JN,16:15:00,Monday
54047,KKDE-JIND PA,100,KURUKSHETRA JN.,12:15:00,Tuesday,JIND JN,12:15:00,Tuesday
54048,JIND,17,JIND JN,12:35:00,Saturday,KURUKSHETRA JN.,12:33:00,Monday
54049,ROK PNP JIND,37,ROHTAK JN.,13:00:00,Sunday,JIND JN,12:57:00,Tuesday
54050,JIND PAINPAT,12100,JIND JN,14:45:00,Friday,ROHTAK JN.,14:40:00,Friday
54051,LDH-FZR PASS,171,LUDHIANA JN.,15:35:00,Wednesday,FIROZPUR CANTT JN.,15:30:00,Friday
54052,FZR-LDH PASS,244,FIROZPUR CANTT JN.,16:30:00,Wednesday,LUDHIANA JN.,16:25:00,Friday
54053,JHL LDH PASS,311,JAKHAL JN.,17:17:00,Tuesday,LUDHIANA JN.,17:15:00,Tuesday
54054,LUDHINA JHL,356,LUDHIANA JN.,17:45:00,Friday,JAKHAL JN.,17:43:00,Friday
54055,MORADABAD DE,41004,MORADABAD JN.,18:25:00,Saturday,DELHI JN.,18:23:00,Monday
54056,MORADABAD DE,428,DELHI JN.,19:10:00,Monday,MORADABAD JN.,19:00:00,Monday
54057,DELHI SMQL P,482,DELHI JN.,19:55:00,Saturday,SHAMLI,19:53:00,Monday
54058,SMQL DLI PAS,551,SHAMLI,21:30:00,Wednesday,DELHI JN.,21:25:00,Friday
54059,DLI SMQL PAS,735,DELHI JN.,00:45:00,Thursday,SHAMLI,00:20:00,Saturday
54060,SMQL DLI PAS,81002,SHAMLI,01:30:00,Tuesday,DELHI JN.,01:28:00,Tuesday
54075,SHAJANPUR DE,896,SITAPUR CITY JN.,02:35:00,Thursday,DELHI JN.,02:33:00,Saturday
54076,DELHI SHAJAN,98100,DELHI JN.,04:00:00,Tuesday,SITAPUR CITY JN.,03:50:00,Tuesday
54077,BE-MB,11007100,BAREILLY JN.,05:15:00,Friday,MORADABAD JN.,05:11:00,Friday
54078,MB-BE PASSEN,1133,MORADABAD JN.,06:05:00,Monday,BAREILLY JN.,06:03:00,Monday
54085,DLI-RE PASSA,1169,DELHI JN.,06:55:00,Tuesday,REWARI JN.,06:45:00,Tuesday
54086,RE-DLI PASSE,1247,REWARI JN.,08:55:00,Saturday,DELHI JN.,08:50:00,Monday
54091,NBD-KTW,1345,NAJIBABAD JN.,10:12:00,Tuesday,KOTDWARA,10:10:00,Tuesday
54092,KTW-NBD PASS,1353,KOTDWARA,11:05:00,Friday,NAJIBABAD JN.,10:45:00,Friday
54101,UCR-CNB-PASS,1355,PRAYAG JN.,11:15:00,Sunday,KANPUR CENTRAL JN.,11:13:00,Tuesday
54102,ALD-UCR-CNB-,1417,KANPUR CENTRAL JN.,12:26:00,Thursday,PRAYAG JN.,12:24:00,Saturday
54103,CAR-ALD PASS,1471,CHUNAR JN.,13:23:00,Monday,ALLAHABAD JN.,13:22:00,Monday
54104,ALD-CAR PASS,1477,ALLAHABAD JN.,14:05:00,Sunday,CHUNAR JN.,13:55:00,Tuesday
54107,JNU-ALD-PASS,1481,ALLAHABAD JN.,14:15:00,Tuesday,JAUNPUR JN.,14:13:00,Tuesday
54108,ALD-JNU-PASS,1512,JAUNPUR JN.,14:48:00,Wednesday,ALLAHABAD JN.,14:46:00,Friday
54109,MGS - FD PAS,1552,MUGHAL SARAI JN.,15:40:00,Tuesday,FAIZABAD JN.,15:35:00,Tuesday
54110,MGS - FD PAS,1572,FAIZABAD JN.,16:00:00,Tuesday,MUGHAL SARAI JN.,15:58:00,Tuesday
54152,CNB-FTP-PASS,1617,KANPUR CENTRAL JN.,17:35:00,Monday,FATEHPUR,17:30:00,Monday
54153,RBL-UCR-CNB,1654,RAE BARELI JN.,18:13:00,Sunday,KANPUR CENTRAL JN.,18:11:00,Tuesday
54154,CNB-UCR-RBL,1682,KANPUR CENTRAL JN.,19:35:00,Thursday,RAE BARELI JN.,19:20:00,Saturday
54155,CNB FBD PASS,1713,KANPUR CENTRAL JN.,20:09:00,Saturday,FARRUKHABAD JN,20:07:00,Monday
54156,FBD-CNB PASS,1736,FARRUKHABAD JN,20:37:00,Friday,KANPUR CENTRAL JN.,20:35:00,Friday
54158,FKD-CNB PASS,1742,FARRUKHABAD JN,20:55:00,Tuesday,KANPUR ANWARGANJ,20:50:00,Tuesday
54159,JHS-ALD PASS,1761,JHANSI JN,21:16:00,Monday,ALLAHABAD JN.,21:14:00,Monday
54161,KURJ-CNB-PAS,1795,KHAJAURAHO,22:20:00,Tuesday,KANPUR CENTRAL JN.,22:15:00,Tuesday
54162,CNB-KURJ-PAS,1847,KANPUR CENTRAL JN.,00:05:00,Sunday,KHAJAURAHO,23:40:00,Tuesday
54201,LKO-RBD PASS,188100,LUCKNOW JN.,00:41:00,Monday,RAHIMABAD,00:36:00,Monday
54211,RBL-CNB PASS,1885,RAE BARELI JN.,01:10:00,Tuesday,KANPUR CENTRAL JN.,01:10:00,Tuesday
54212,KANPUR RAI B,100,KANPUR CENTRAL JN.,13:05:00,Saturday,RAE BARELI JN.,13:05:00,Monday
54221,RBL-DMW-LLJ-,4,RAE BARELI JN.,13:18:00,Monday,RAGHURAJ SINGH,13:13:00,Monday
54222,LLJ-DMW-RBL,37,RAGHURAJ SINGH,14:45:00,Thursday,RAE BARELI JN.,14:20:00,Saturday
54223,RBL-DMW-LLJ-,89,RAE BARELI JN.,15:50:00,Thursday,RAGHURAJ SINGH,15:45:00,Saturday
54224,RBL-DMW-LLJ-,123,RAGHURAJ SINGH,16:19:00,Friday,RAE BARELI JN.,16:17:00,Friday
54225,UCR-RBL PASS,142,UNCHAHAR JN.,16:50:00,Wednesday,RAE BARELI JN.,16:45:00,Friday
54226,RBL-UCR PASS,148,RAE BARELI JN.,17:02:00,Monday,UNCHAHAR JN.,17:00:00,Monday
54227,UCR-RBL PASS,171,UNCHAHAR JN.,17:23:00,Friday,RAE BARELI JN.,17:21:00,Friday
54228,RBL-UCR PASS,21002,RAE BARELI JN.,18:40:00,Tuesday,UNCHAHAR JN.,18:25:00,Tuesday
54231,FD-LKO PASSE,23100,FAIZABAD JN.,19:20:00,Saturday,LUCKNOW JN.,19:18:00,Monday
54232,LKO-FD PASSE,266,LUCKNOW JN.,20:20:00,Tuesday,FAIZABAD JN.,20:15:00,Tuesday
54233,FD - LKO PAS,312,FAIZABAD JN.,20:58:00,Sunday,LUCKNOW JN.,20:56:00,Tuesday
54234,LKO-FD PASS,331,LUCKNOW JN.,21:25:00,Tuesday,FAIZABAD JN.,21:20:00,Tuesday
54237,MUR-FD PASS,371,MANKAPUR JN.,22:03:00,Saturday,FAIZABAD JN.,22:01:00,Monday
54238,FD-MUR PASS,41002,FAIZABAD JN.,22:53:00,Saturday,MANKAPUR JN.,22:51:00,Monday
54239,MUR-AY PASS,41006,MANKAPUR JN.,23:25:00,Sunday,AYODHYA,23:15:00,Tuesday
54240,AY-MUR PASS,412,AYODHYA,23:34:00,Sunday,MANKAPUR JN.,23:33:00,Tuesday
54243,MUR-AY PASS,466,MANKAPUR JN.,00:43:00,Saturday,AYODHYA,00:41:00,Monday
54244,AY-MUR PASS,528,AYODHYA,02:32:00,Friday,MANKAPUR JN.,02:30:00,Friday
54251,LKO-SRE PASS,53100,LUCKNOW JN.,03:05:00,Thursday,SAHARANPUR JN.,02:45:00,Saturday
54252,SRE - LKO PA,538,SAHARANPUR JN.,03:29:00,Saturday,LUCKNOW JN.,03:27:00,Monday
54253,PYG-LKO PASS,636,PRAYAG JN.,05:10:00,Wednesday,LUCKNOW JN.,05:05:00,Friday
54254,LKO-PYG PASS,714,LUCKNOW JN.,06:25:00,Saturday,PRAYAG JN.,06:15:00,Monday
54255,BSB-LKO PASS,749,VARANASI JN.,06:50:00,Monday,LUCKNOW JN.,06:48:00,Monday
54256,LKO-BSB PASS,812,LUCKNOW JN.,07:40:00,Wednesday,VARANASI JN.,07:35:00,Friday
54261,MGS-BSB-JNU,91003,MUGHAL SARAI JN.,09:50:00,Thursday,JAUNPUR JN.,09:40:00,Saturday
54262,JNU - BSB PA,987,JAUNPUR JN.,10:55:00,Saturday,VARANASI JN.,10:53:00,Monday
54263,BSB-SLN PASS,11008100,VARANASI JN.,11:50:00,Friday,SULTANPUR JN.,11:48:00,Friday
54264,SLN-BSB PASS,1148,SULTANPUR JN.,14:05:00,Saturday,VARANASI JN.,13:55:00,Monday
54265,BSB-SLN PASS,1331,VARANASI JN.,17:00:00,Saturday,SULTANPUR JN.,16:55:00,Monday
54266,SLN-BSB PASS,14100100,SULTANPUR JN.,17:55:00,Monday,VARANASI JN.,17:54:00,Monday
54267,MGS-BSB PASS,1455,MUGHAL SARAI JN.,19:00:00,Saturday,VARANASI JN.,18:50:00,Monday
54268,BSB-MGS PASS,1479,VARANASI JN.,19:30:00,Wednesday,MUGHAL SARAI JN.,19:28:00,Friday
54270,BSB-MGSPASSE,1639,VARANASI JN.,21:25:00,Thursday,MUGHAL SARAI JN.,21:20:00,Saturday
54271,ARA-SSM-MGS,1712,ARA,22:30:00,Thursday,MUGHAL SARAI JN.,22:25:00,Saturday
54272,MGS-ARA  PAS,1762,MUGHAL SARAI JN.,00:25:00,Wednesday,ARA,00:20:00,Friday
54273,ARA-SSM PASS,1846,ARA,02:35:00,Thursday,SASARAM,02:32:00,Saturday
54274,SSM-ARA PASS,1866,SASARAM,02:55:00,Thursday,ARA,02:52:00,Saturday
54281,SLN-LKO PASS,1883,SULTANPUR JN.,03:40:00,Sunday,LUCKNOW JN.,03:40:00,Tuesday
54282,LKO-SLN PASS,100,LUCKNOW JN.,23:00:00,Friday,SULTANPUR JN.,23:00:00,Friday
54283,SLN-LKO PASS,24,SULTANPUR JN.,23:30:00,Tuesday,LUCKNOW JN.,23:28:00,Tuesday
54284,LKO-SLN,55,LUCKNOW JN.,23:59:00,Wednesday,SULTANPUR JN.,23:57:00,Friday
54291,BSB-PBH PASS,91,VARANASI JN.,00:25:00,Thursday,PARTAPGARH JN.,00:23:00,Saturday
54292,PBH-BSB PASS,121,PARTAPGARH JN.,00:50:00,Wednesday,VARANASI JN.,00:48:00,Friday
54293,PBH-LKO PASS,158,PARTAPGARH JN.,01:30:00,Friday,LUCKNOW JN.,01:25:00,Friday
54294,LKO-PBH PASS,212,LUCKNOW JN.,02:30:00,Wednesday,PARTAPGARH JN.,02:20:00,Friday
54303,DLI-KLK PASS,264,DELHI JN.,03:20:00,Wednesday,KALKA,03:19:00,Friday
54304,KLK DLI PASS,296,KALKA,03:45:00,Wednesday,DELHI JN.,03:44:00,Friday
54307,MB-DLI PASSE,311,MORADABAD JN.,04:05:00,Thursday,DELHI JN.,04:04:00,Saturday
54308,DELHI MORADA,318,DELHI JN.,04:15:00,Thursday,MORADABAD JN.,04:14:00,Saturday
54309,DLI-RE PASSE,337,DELHI JN.,04:40:00,Monday,REWARI JN.,04:39:00,Monday
54310,RE-DLI PASSE,345,REWARI JN.,04:50:00,Sunday,DELHI JN.,04:49:00,Tuesday
54311,BAREILLY MOR,352,BAREILLY JN.,05:20:00,Friday,MORADABAD JN.,05:20:00,Friday
54312,MORADABAD CH,100,MORADABAD JN.,21:20:00,Tuesday,BAREILLY JN.,21:20:00,Tuesday
54313,CHANDAUSI MO,6,CHANDAUSI JN.,21:30:00,Wednesday,MORADABAD JN.,21:28:00,Friday
54314,MORADABAD CH,14,MORADABAD JN.,21:41:00,Sunday,CHANDAUSI JN.,21:40:00,Tuesday
54321,PASSENGER,33,BALAMAU JN.,22:00:00,Friday,SITAPUR CANTT,21:59:00,Friday
54322,PASSENGER,4100,SITAPUR CANTT,22:10:00,Wednesday,BALAMAU JN.,22:09:00,Friday
54323,PASSENGER,56,BURHWAL JN.,22:25:00,Thursday,SITAPUR CANTT,22:24:00,Saturday
54324,PASSENGER,87,SITAPUR CANTT,22:50:00,Sunday,BURHWAL JN.,22:49:00,Tuesday
54325,CNB SPC BLM,139,SITAPUR CITY JN.,23:55:00,Monday,KANPUR CENTRAL JN.,23:50:00,Monday
54326,SPC BLM CNB,193,KANPUR CENTRAL JN.,00:55:00,Sunday,SITAPUR CITY JN.,00:50:00,Tuesday
54327,SPC SPN PASS,231,SITAPUR CITY JN.,01:30:00,Friday,SHAHJAHANPUR JN,01:28:00,Friday
54328,SPN SCC PASS,261,SHAHJAHANPUR JN,01:55:00,Thursday,SITAPUR CITY JN.,01:53:00,Saturday
54329,BALAMAU SHAH,296,BALAMAU JN.,02:30:00,Saturday,SHAHJAHANPUR JN,02:28:00,Monday
54330,SPN-BLM PASS,327,SHAHJAHANPUR JN,03:00:00,Saturday,BALAMAU JN.,02:58:00,Monday
54331,LUCKNOW BALA,352,LUCKNOW JN.,03:45:00,Thursday,BALAMAU JN.,03:45:00,Saturday
54332,PASSENGER,100,BALAMAU JN.,05:23:00,Monday,LUCKNOW JN.,00:00:00,Monday
54333,BSB-LKO PASS,17,VARANASI JN.,05:40:00,Saturday,LUCKNOW JN.,05:38:00,Monday
54334,LKO-BSB PASS,37,LUCKNOW JN.,06:08:00,Friday,VARANASI JN.,06:05:00,Friday
54335,BALAMAU-KANP,12100,BALAMAU JN.,07:55:00,Thursday,KANPUR CENTRAL JN.,07:50:00,Saturday
54336,CNB - BLM PA,171,KANPUR CENTRAL JN.,08:45:00,Sunday,BALAMAU JN.,08:40:00,Tuesday
54341,SRE - DDN PA,244,SAHARANPUR JN.,09:40:00,Monday,DEHRA DUN,09:35:00,Monday
54342,DDN - SRE PA,428,DEHRA DUN,12:05:00,Monday,SAHARANPUR JN.,11:55:00,Monday
54351,ALIGARH BARE,482,ALIGARH JN.,12:50:00,Wednesday,BAREILLY JN.,12:48:00,Friday
54352,BE - ALJN PA,551,BAREILLY JN.,14:20:00,Friday,ALIGARH JN.,14:15:00,Friday
54353,ALJN-BE PASS,735,ALIGARH JN.,17:10:00,Sunday,BAREILLY JN.,17:00:00,Tuesday
54354,BARELLY ALIG,81002,BAREILLY JN.,18:05:00,Wednesday,ALIGARH JN.,18:03:00,Friday
54355,ROZA BARELLY,896,ROZA JN,19:12:00,Monday,BAREILLY JN.,19:10:00,Monday
54356,BE - RAC PAS,98100,BAREILLY JN.,20:50:00,Thursday,ROZA JN,20:40:00,Saturday
54371,PRG-BE PASS.,11007100,PRAYAG JN.,22:10:00,Monday,FAIZABAD JN.,22:05:00,Monday
54372,FD-PRG PASSE,1169,FAIZABAD JN.,23:55:00,Monday,PRAYAG JN.,23:45:00,Monday
54373,PRG-FD PASSE,1247,PRAYAG JN.,01:45:00,Monday,FAIZABAD JN.,01:40:00,Monday
54374,FD-PRG PASSE,1353,FAIZABAD JN.,04:15:00,Thursday,PRAYAG JN.,03:50:00,Saturday
54375,PRG- JNU PAS,1412,PRAYAG JN.,05:50:00,Thursday,JAUNPUR JN.,05:45:00,Saturday
54376,JNU-PRG PASS,1452,JAUNPUR JN.,07:20:00,Monday,PRAYAG JN.,07:15:00,Monday
54377,PRAYAG- BARE,151100,PRAYAG JN.,00:00:00,Saturday,BAREILLY JN.,08:55:00,Monday
