Train_No,Train_Name,distance,Source_Station_Name,departure_time,day_of_departure,Destination_Station_Name,arrival_time,day_of_arrival
40125,MSB-TBM EMU,1555,CHENNAI BEACH,14:30:41,Friday,TAMBARAM,16:29:48,Sunday
40126,TBM-MSB EMU,2242,TAMBARAM,02:40:41,Friday,CHENNAI BEACH,22:39:50,Saturday
40127,MSB-TBM EMU,1117,CHENNAI BEACH,23:11:07,Wednesday,TAMBARAM,18:55:24,Sunday
40128,TBM-MSB EMU,1237,TAMBARAM,14:33:56,Saturday,CHENNAI BEACH,14:29:11,Saturday
40129,MSB-TBM EMU,1234,CHENNAI BEACH,11:16:31,Monday,TAMBARAM,07:29:51,Wednesday
40130,TBM-MSB EMU,68,TAMBARAM,13:46:44,Saturday,CHENNAI BEACH,21:50:44,Friday
40131,MSB-TBM EMU,2345,CHENNAI BEACH,12:51:19,Tuesday,TAMBARAM,00:00:12,Friday
40132,TBM-MSB EMU,1817,TAMBARAM,20:12:46,Thursday,CHENNAI BEACH,09:58:42,Monday
40133,MSB-TBM EMU,499,CHENNAI BEACH,10:09:35,Thursday,TAMBARAM,18:46:01,Wednesday
40134,TBM-MSB EMU,2713,TAMBARAM,18:58:22,Sunday,CHENNAI BEACH,09:58:14,Saturday
40135,MSB-TBM EMU,746,CHENNAI BEACH,17:52:08,Saturday,TAMBARAM,11:14:59,Wednesday
40136,TBM-MSB EMU,544,TAMBARAM,21:45:54,Saturday,CHENNAI BEACH,09:53:25,Friday
40137,MSB-TBM EMU,1932,CHENNAI BEACH,05:40:24,Thursday,TAMBARAM,17:05:14,Thursday
40138,TBM-MSB EMU,1004,TAMBARAM,22:15:12,Sunday,CHENNAI BEACH,05:06:02,Monday
40139,MSB-TBM EMU,2196,CHENNAI BEACH,11:14:01,Saturday,TAMBARAM,17:43:58,Friday
40140,TBM-MSB EMU,2106,TAMBARAM,00:51:05,Friday,CHENNAI BEACH,05:24:51,Thursday
40141,MSB-TBM EMU,68,CHENNAI BEACH,09:31:31,Saturday,TAMBARAM,03:00:38,Wednesday
40142,TBM-MSB EMU,2327,TAMBARAM,09:14:39,Sunday,CHENNAI BEACH,20:22:50,Wednesday
40143,MSB-TBM EMU,2176,CHENNAI BEACH,19:57:00,Thursday,TAMBARAM,15:46:08,Sunday
40144,TBM-MSB EMU,2969,TAMBARAM,06:45:30,Saturday,CHENNAI BEACH,21:31:21,Friday
40145,MSB-TBM EMU,395,CHENNAI BEACH,05:23:01,Sunday,TAMBARAM,00:19:05,Monday
40146,TBM-MSB EMU,1550,TAMBARAM,18:57:10,Wednesday,CHENNAI BEACH,11:30:34,Saturday
40147,MSB-TBM EMU,654,CHENNAI BEACH,03:50:21,Tuesday,TAMBARAM,02:38:48,Saturday
40148,TBM-MSB EMU,2359,TAMBARAM,00:06:07,Saturday,CHENNAI BEACH,13:14:29,Friday
40150,TBM-MSB EMU,2810,TAMBARAM,00:14:21,Friday,CHENNAI BEACH,20:06:11,Monday
40151,MSB-TBM EMU,1769,CHENNAI BEACH,07:45:48,Saturday,TAMBARAM,21:07:54,Friday
40152,TBM-MSB EMU,154,TAMBARAM,15:59:09,Monday,CHENNAI BEACH,04:17:10,Thursday
40153,MSB-TBM EMU,2171,CHENNAI BEACH,12:44:11,Wednesday,TAMBARAM,17:24:42,Friday
40154,TBM-MSB EMU,1914,TAMBARAM,20:58:02,Thursday,CHENNAI BEACH,05:38:46,Monday
40155,MSB-TBM EMU,303,CHENNAI BEACH,10:20:51,Saturday,TAMBARAM,05:19:40,Monday
40156,TBM-MSB EMU,1706,TAMBARAM,10:07:08,Tuesday,CHENNAI BEACH,01:26:18,Sunday
40157,MSB-TBM EMU,846,CHENNAI BEACH,23:16:59,Sunday,TAMBARAM,20:17:29,Monday
40158,TBM-MSB EMU,297,TAMBARAM,10:49:08,Sunday,CHENNAI BEACH,21:19:29,Thursday
40301,MSB-TBM EMU,2287,CHENNAI BEACH,19:45:33,Sunday,TAMBARAM,09:24:22,Saturday
40302,TBM-MSB EMU,1734,TAMBARAM,02:46:10,Wednesday,CHENNAI BEACH,23:30:25,Saturday
40303,MSB-TBM EMU,98,CHENNAI BEACH,04:37:10,Monday,TAMBARAM,09:44:18,Friday
40304,TBM-MSB EMU,1759,TAMBARAM,05:28:50,Monday,CHENNAI BEACH,18:39:16,Wednesday
40305,MSB-TBM EMU,2717,CHENNAI BEACH,03:19:00,Monday,TAMBARAM,16:58:19,Tuesday
40306,TBM-MSB EMU,723,TAMBARAM,19:19:20,Sunday,CHENNAI BEACH,04:16:27,Thursday
40307,MSB-TBM EMU,2716,CHENNAI BEACH,01:22:36,Thursday,TAMBARAM,15:52:17,Monday
40308,TBM-MSB EMU,2985,TAMBARAM,07:59:07,Thursday,CHENNAI BEACH,19:07:24,Saturday
40309,MSB-TBM EMU,2467,CHENNAI BEACH,13:57:36,Tuesday,TAMBARAM,15:46:10,Saturday
40310,TBM-MSB EMU,2063,TAMBARAM,09:06:08,Friday,CHENNAI BEACH,23:46:34,Friday
40311,MSB-TBM EMU,1152,CHENNAI BEACH,01:57:46,Tuesday,TAMBARAM,05:59:46,Tuesday
40312,TBM-MSB EMU,123,TAMBARAM,20:09:33,Wednesday,CHENNAI BEACH,00:50:21,Sunday
40313,MSB-TBM EMU,1016,CHENNAI BEACH,08:36:26,Saturday,TAMBARAM,22:04:30,Saturday
40314,TBM-MSB EMU,2468,TAMBARAM,17:24:21,Saturday,CHENNAI BEACH,23:17:29,Thursday
40315,MSB-TBM EMU,1412,CHENNAI BEACH,20:49:50,Sunday,TAMBARAM,00:14:29,Sunday
40316,TBM-MSB EMU,709,TAMBARAM,05:25:49,Monday,CHENNAI BEACH,20:04:27,Tuesday
40317,MSB-TBM EMU,2059,CHENNAI BEACH,17:37:10,Tuesday,TAMBARAM,06:25:48,Wednesday
40318,TBM-MSB EMU,2873,TAMBARAM,15:55:00,Monday,CHENNAI BEACH,23:51:15,Sunday
40319,MSB-TBM EMU,362,CHENNAI BEACH,18:40:39,Tuesday,TAMBARAM,09:44:34,Tuesday
40320,TBM-MSB EMU,2561,TAMBARAM,09:44:02,Wednesday,CHENNAI BEACH,03:38:40,Tuesday
40321,MSB-TBM EMU,919,CHENNAI BEACH,02:49:20,Tuesday,TAMBARAM,03:17:18,Saturday
40322,TBM-MSB EMU,2186,TAMBARAM,13:12:47,Saturday,CHENNAI BEACH,06:55:39,Friday
40323,MSB-TBM EMU,687,CHENNAI BEACH,12:58:22,Saturday,TAMBARAM,09:21:24,Tuesday
40324,TBM-MSB EMU,1104,TAMBARAM,21:53:12,Friday,CHENNAI BEACH,13:38:13,Sunday
40325,MSB-TBM EMU,2840,CHENNAI BEACH,15:36:54,Thursday,TAMBARAM,13:40:00,Thursday
40326,TBM-MSB EMU,2864,TAMBARAM,02:06:00,Thursday,CHENNAI BEACH,08:49:25,Saturday
40327,MSB-TBM EMU,2114,CHENNAI BEACH,16:39:52,Monday,TAMBARAM,05:47:48,Thursday
40328,TBM-MSB EMU,1071,TAMBARAM,04:12:44,Tuesday,CHENNAI BEACH,20:20:16,Sunday
40329,MSB-TBM EMU,1821,CHENNAI BEACH,09:31:56,Thursday,TAMBARAM,23:10:05,Tuesday
40330,TBM-MSB EMU,2889,TAMBARAM,06:16:27,Friday,CHENNAI BEACH,22:10:34,Tuesday
40331,MSB-TBM EMU,493,CHENNAI BEACH,01:08:18,Thursday,TAMBARAM,21:43:19,Monday
40332,TBM-MSB EMU,927,TAMBARAM,12:20:09,Sunday,CHENNAI BEACH,18:17:57,Saturday
40333,MSB-TBM EMU,294,CHENNAI BEACH,09:13:08,Tuesday,TAMBARAM,13:45:47,Monday
40334,TBM-MSB EMU,537,TAMBARAM,13:21:11,Thursday,CHENNAI BEACH,20:13:15,Thursday
40335,MSB-TBM EMU,2068,CHENNAI BEACH,14:27:13,Sunday,TAMBARAM,14:42:38,Saturday
40336,TBM-MSB EMU,512,TAMBARAM,09:58:38,Thursday,CHENNAI BEACH,12:19:15,Tuesday
40337,MSB-TBM EMU,2318,CHENNAI BEACH,10:06:01,Sunday,TAMBARAM,22:29:44,Monday
40338,TBM-MSB EMU,2106,TAMBARAM,12:33:56,Tuesday,CHENNAI BEACH,14:51:59,Sunday
40339,MSB-TBM EMU,2380,CHENNAI BEACH,17:35:42,Thursday,TAMBARAM,03:12:02,Wednesday
40340,TBM-MSB EMU,187,TAMBARAM,22:12:24,Tuesday,CHENNAI BEACH,00:42:10,Wednesday
40341,MSB-TBM EMU,2445,CHENNAI BEACH,20:07:48,Saturday,TAMBARAM,13:47:49,Sunday
40342,TBM-MSB EMU,2950,TAMBARAM,13:26:20,Thursday,CHENNAI BEACH,15:28:59,Tuesday
40343,MSB-TBM EMU,218,CHENNAI BEACH,17:56:32,Friday,TAMBARAM,19:22:29,Saturday
40344,TBM-MSB EMU,273,TAMBARAM,11:02:32,Tuesday,CHENNAI BEACH,00:28:10,Thursday
40345,MSB-TBM EMU,2013,CHENNAI BEACH,00:49:17,Wednesday,TAMBARAM,00:22:13,Saturday
40346,TBM-MSB EMU,1766,TAMBARAM,06:34:38,Thursday,CHENNAI BEACH,00:03:19,Monday
40347,MSB-TBM EMU,1036,CHENNAI BEACH,08:21:58,Tuesday,TAMBARAM,15:37:15,Sunday
40348,TBM-MSB EMU,2286,TAMBARAM,04:23:53,Sunday,CHENNAI BEACH,17:20:40,Monday
40349,MSB-TBM EMU,2322,CHENNAI BEACH,23:21:52,Sunday,TAMBARAM,22:37:31,Wednesday
40350,TBM-MSB EMU,1722,TAMBARAM,03:09:21,Friday,CHENNAI BEACH,15:48:35,Saturday
40351,MSB-TBM EMU,148,CHENNAI BEACH,22:19:30,Sunday,TAMBARAM,04:35:21,Friday
40352,TBM-MSB EMU,355,TAMBARAM,03:18:26,Tuesday,CHENNAI BEACH,22:05:43,Friday
40353,MSB-TBM EMU,1206,CHENNAI BEACH,14:57:39,Wednesday,TAMBARAM,14:25:24,Sunday
40354,TBM-MSB EMU,2891,TAMBARAM,04:01:52,Friday,CHENNAI BEACH,04:37:41,Friday
40355,MSB-TBM EMU,1155,CHENNAI BEACH,02:02:35,Saturday,TAMBARAM,09:01:33,Saturday
40356,TBM-MSB EMU,912,TAMBARAM,16:58:46,Sunday,CHENNAI BEACH,22:26:57,Saturday
40357,MSB-TBM EMU,1729,CHENNAI BEACH,14:35:40,Tuesday,TAMBARAM,19:24:36,Saturday
40358,TBM-MSB EMU,962,TAMBARAM,10:22:59,Monday,CHENNAI BEACH,11:31:43,Saturday
40359,MSB-TBM EMU,1145,CHENNAI BEACH,04:18:49,Wednesday,TAMBARAM,20:27:04,Sunday
40360,TBM-MSB EMU,118,TAMBARAM,14:39:41,Sunday,CHENNAI BEACH,00:07:30,Monday
40361,MSB-TBM EMU,824,CHENNAI BEACH,06:17:40,Monday,TAMBARAM,21:29:30,Tuesday
40362,TBM-MSB EMU,1396,TAMBARAM,11:35:22,Monday,CHENNAI BEACH,02:12:10,Tuesday
40363,MSB-TBM EMU,835,CHENNAI BEACH,08:40:59,Sunday,TAMBARAM,03:24:29,Tuesday
40364,TBM-MSB EMU,75,TAMBARAM,13:24:24,Friday,CHENNAI BEACH,15:36:07,Sunday
40365,MSB-TBM EMU,2311,CHENNAI BEACH,15:32:03,Saturday,TAMBARAM,15:01:42,Thursday
40366,TBM-MSB EMU,140,TAMBARAM,16:32:32,Wednesday,CHENNAI BEACH,12:03:31,Thursday
40367,MSB-TBM EMU,2504,CHENNAI BEACH,21:43:57,Sunday,TAMBARAM,18:23:53,Thursday
40368,TBM-MSB EMU,531,TAMBARAM,21:46:24,Tuesday,CHENNAI BEACH,09:05:18,Monday
40369,MSB-TBM EMU,2686,CHENNAI BEACH,00:44:16,Saturday,TAMBARAM,17:05:59,Saturday
40370,TBM-MSB EMU,1992,TAMBARAM,07:54:18,Thursday,CHENNAI BEACH,14:25:44,Monday
40371,MSB-TBM EMU,148,CHENNAI BEACH,08:52:47,Sunday,TAMBARAM,03:46:25,Wednesday
40372,TBM-MSB EMU,730,TAMBARAM,03:05:53,Thursday,CHENNAI BEACH,08:44:26,Wednesday
40373,MSB-TBM EMU,279,CHENNAI BEACH,18:57:48,Friday,TAMBARAM,19:42:38,Saturday
40374,TBM-MSB EMU,108,TAMBARAM,10:49:06,Tuesday,CHENNAI BEACH,09:34:10,Wednesday
40375,MSB-TBM EMU,1278,CHENNAI BEACH,15:35:34,Wednesday,TAMBARAM,06:45:16,Wednesday
40376,TBM-MSB EMU,600,TAMBARAM,16:24:54,Tuesday,CHENNAI BEACH,12:30:38,Tuesday
40377,MSB-TBM EMU,1988,CHENNAI BEACH,16:39:35,Sunday,TAMBARAM,02:05:24,Wednesday
40378,TBM-MSB EMU,2189,TAMBARAM,06:20:55,Tuesday,CHENNAI BEACH,06:46:39,Sunday
40379,MSB-TBM EMU,1499,CHENNAI BEACH,15:06:38,Wednesday,TAMBARAM,06:22:51,Sunday
40380,TBM-MSB EMU,1869,TAMBARAM,22:12:57,Thursday,CHENNAI BEACH,18:05:50,Wednesday
40381,MSB-TBM EMU,979,CHENNAI BEACH,00:58:49,Tuesday,TAMBARAM,00:15:00,Friday
40382,TBM-MSB EMU,2599,TAMBARAM,09:29:01,Saturday,CHENNAI BEACH,15:25:30,Thursday
40383,MSB-TBM EMU,1313,CHENNAI BEACH,19:43:55,Friday,TAMBARAM,22:37:19,Thursday
40384,TBM-MSB EMU,319,TAMBARAM,00:09:42,Tuesday,CHENNAI BEACH,00:18:07,Friday
40385,MSB-TBM EMU,522,CHENNAI BEACH,04:28:40,Tuesday,TAMBARAM,06:44:56,Wednesday
40386,TBM-MSB EMU,780,TAMBARAM,15:45:54,Monday,CHENNAI BEACH,04:54:46,Sunday
40387,MSB-TBM EMU,2085,CHENNAI BEACH,01:26:36,Wednesday,TAMBARAM,03:59:40,Thursday
40388,TBM-MSB EMU,1877,TAMBARAM,08:29:47,Tuesday,CHENNAI BEACH,04:41:04,Monday
40389,MSB-TBM EMU,1447,CHENNAI BEACH,14:05:03,Friday,TAMBARAM,12:07:45,Monday
40390,TBM-MSB EMU,1128,TAMBARAM,03:40:00,Tuesday,CHENNAI BEACH,22:30:27,Sunday
40391,MSB-TBM EMU,1351,CHENNAI BEACH,01:06:52,Sunday,TAMBARAM,22:57:35,Monday
40392,TBM-MSB EMU,2306,TAMBARAM,04:18:45,Tuesday,CHENNAI BEACH,20:44:24,Wednesday
40393,MSB-TBM EMU,1117,CHENNAI BEACH,14:07:21,Thursday,TAMBARAM,00:46:03,Sunday
40394,TBM-MSB EMU,2247,TAMBARAM,09:35:37,Monday,CHENNAI BEACH,23:44:34,Tuesday
40395,MSB-TBM EMU,423,CHENNAI BEACH,07:42:20,Friday,TAMBARAM,00:00:06,Friday
40396,TBM-MSB EMU,1664,TAMBARAM,15:58:17,Thursday,CHENNAI BEACH,04:55:12,Monday
40397,MSB-TBM EMU,490,CHENNAI BEACH,20:40:27,Thursday,TAMBARAM,01:54:13,Sunday
40398,TBM-MSB EMU,894,TAMBARAM,20:54:56,Friday,CHENNAI BEACH,16:31:02,Wednesday
40399,MSB-TBM EMU,2484,CHENNAI BEACH,23:53:24,Tuesday,TAMBARAM,19:41:50,Wednesday
40400,TBM-MSB EMU,2038,TAMBARAM,21:52:25,Monday,CHENNAI BEACH,15:38:06,Wednesday
40401,MSB-TBM EMU,1339,CHENNAI BEACH,12:58:17,Tuesday,TAMBARAM,03:23:07,Saturday
40402,TBM-MSB EMU,1183,TAMBARAM,19:42:20,Friday,CHENNAI BEACH,07:14:26,Thursday
40403,MSB-TBM EMU,788,CHENNAI BEACH,10:12:13,Thursday,TAMBARAM,23:13:59,Saturday
40404,TBM-MSB EMU,2853,TAMBARAM,11:25:33,Wednesday,CHENNAI BEACH,02:59:02,Tuesday
40405,MSB-TBM EMU,897,CHENNAI BEACH,20:33:47,Thursday,TAMBARAM,05:11:24,Saturday
40406,TBM-MSB EMU,1341,TAMBARAM,11:53:29,Sunday,CHENNAI BEACH,21:20:16,Saturday
40407,MSB-TBM EMU,1237,CHENNAI BEACH,20:17:58,Saturday,TAMBARAM,21:43:23,Saturday
40408,TBM-MSB EMU,2223,TAMBARAM,08:27:05,Friday,CHENNAI BEACH,21:16:31,Monday
40409,MSB-TBM EMU,2258,CHENNAI BEACH,06:50:25,Monday,TAMBARAM,18:03:32,Wednesday
40410,TBM-MSB EMU,414,TAMBARAM,21:17:35,Saturday,CHENNAI BEACH,07:07:44,Saturday
40411,MSB-TBM EMU,157,CHENNAI BEACH,21:05:20,Tuesday,TAMBARAM,21:19:51,Wednesday
40412,TBM-MSB EMU,1038,TAMBARAM,12:26:06,Tuesday,CHENNAI BEACH,14:29:57,Saturday
40413,MSB-TBM EMU,1992,CHENNAI BEACH,00:05:48,Saturday,TAMBARAM,07:36:03,Wednesday
40414,TBM-MSB EMU,1376,TAMBARAM,23:32:34,Monday,CHENNAI BEACH,01:33:58,Saturday
40415,MSB-TBM EMU,1099,CHENNAI BEACH,17:31:23,Saturday,TAMBARAM,00:35:40,Sunday
40416,TBM-MSB EMU,830,TAMBARAM,18:53:44,Wednesday,CHENNAI BEACH,07:44:40,Tuesday
40417,MSB-TBM EMU,998,CHENNAI BEACH,18:37:47,Monday,TAMBARAM,21:59:54,Wednesday
40418,TBM-MSB EMU,567,TAMBARAM,01:09:47,Friday,CHENNAI BEACH,18:31:30,Wednesday
40419,MSB-TBM EMU,2800,CHENNAI BEACH,20:27:47,Wednesday,TAMBARAM,20:30:34,Sunday
40420,TBM-MSB EMU,1783,TAMBARAM,12:49:31,Friday,CHENNAI BEACH,17:08:05,Friday
40421,MSB-TBM EMU,2474,CHENNAI BEACH,04:28:35,Tuesday,TAMBARAM,13:58:10,Tuesday
40422,TBM-MSB EMU,1285,TAMBARAM,22:05:57,Tuesday,CHENNAI BEACH,03:17:41,Friday
40501,MSB-CGL EMU,1284,CHENNAI BEACH,19:34:02,Friday,CHENGALPATTU,06:48:36,Saturday
40502,CGL-MSB EMU,1796,CHENGALPATTU,00:32:12,Sunday,CHENNAI BEACH,03:12:23,Sunday
40503,MSB-CGL EMU,2297,CHENNAI BEACH,13:13:09,Sunday,CHENGALPATTU,06:54:58,Saturday
40504,CGL-MSB EMU,1301,CHENGALPATTU,07:46:11,Tuesday,CHENNAI BEACH,00:38:17,Tuesday
40505,MSB-CGL EMU,775,CHENNAI BEACH,03:19:02,Wednesday,CHENGALPATTU,09:33:09,Thursday
40506,CGL-MSB EMU,1066,CHENGALPATTU,11:24:03,Wednesday,CHENNAI BEACH,17:43:10,Thursday
40507,MSB-CGL EMU,1294,CHENNAI BEACH,16:52:20,Friday,CHENGALPATTU,13:12:31,Monday
40508,CGL-MSB EMU,52,CHENGALPATTU,07:14:02,Sunday,CHENNAI BEACH,08:14:39,Monday
40509,MSB-CGL EMU,48,CHENNAI BEACH,21:16:47,Tuesday,CHENGALPATTU,17:29:28,Thursday
40510,CGL-MSB EMU,2398,CHENGALPATTU,17:51:55,Tuesday,CHENNAI BEACH,03:44:53,Saturday
40511,MSB-CGL EMU,1346,CHENNAI BEACH,07:12:09,Friday,CHENGALPATTU,01:19:58,Thursday
40512,CGL-MSB EMU,1299,CHENGALPATTU,11:20:18,Sunday,CHENNAI BEACH,16:36:33,Monday
40513,MSB-CGL EMU,2836,CHENNAI BEACH,21:23:56,Saturday,CHENGALPATTU,19:53:23,Monday
40514,CGL-MSB EMU,1190,CHENGALPATTU,09:47:02,Tuesday,CHENNAI BEACH,23:27:51,Thursday
40515,MSB-CGL EMU,48,CHENNAI BEACH,05:55:39,Wednesday,CHENGALPATTU,12:08:57,Wednesday
40516,CGL-MSB EMU,2476,CHENGALPATTU,08:43:56,Thursday,CHENNAI BEACH,14:20:25,Monday
40517,MSB-CGL EMU,2732,CHENNAI BEACH,13:35:23,Friday,CHENGALPATTU,14:18:54,Monday
40518,CGL-MSB EMU,1824,CHENGALPATTU,09:29:29,Thursday,CHENNAI BEACH,15:22:43,Monday
40519,MSB-CGL EMU,1557,CHENNAI BEACH,08:03:25,Wednesday,CHENGALPATTU,10:47:00,Friday
40520,CGL-MSB EMU,2843,CHENGALPATTU,08:25:04,Tuesday,CHENNAI BEACH,00:35:46,Tuesday
40522,CGL-MSB EMU,666,CHENGALPATTU,10:05:54,Monday,CHENNAI BEACH,15:35:43,Tuesday
40523,MSB-CGL EMU,2383,CHENNAI BEACH,19:12:20,Saturday,CHENGALPATTU,02:53:01,Wednesday
40524,CGL-MSB EMU,2125,CHENGALPATTU,05:14:41,Wednesday,CHENNAI BEACH,05:41:54,Friday
40525,MSB-CGL EMU,402,CHENNAI BEACH,19:00:54,Sunday,CHENGALPATTU,21:49:29,Friday
40526,CGL-MSB EMU,1574,CHENGALPATTU,13:04:01,Wednesday,CHENNAI BEACH,04:32:28,Monday
40527,MSB-CGL EMU,1406,CHENNAI BEACH,08:13:53,Saturday,CHENGALPATTU,04:46:25,Tuesday
40528,CGL-MSB EMU,72,CHENGALPATTU,09:20:35,Wednesday,CHENNAI BEACH,10:15:49,Thursday
40529,MSB-CGL EMU,595,CHENNAI BEACH,19:12:34,Friday,CHENGALPATTU,10:11:14,Thursday
40531,MSB-CGL EMU,1314,CHENNAI BEACH,12:27:05,Tuesday,CHENGALPATTU,05:09:19,Friday
40532,CGL-MSB EMU,725,CHENGALPATTU,02:05:58,Sunday,CHENNAI BEACH,00:00:52,Thursday
40533,MSB-CGL EMU,1620,CHENNAI BEACH,22:26:42,Tuesday,CHENGALPATTU,20:39:53,Thursday
40534,CGL-MSB EMU,795,CHENGALPATTU,16:51:28,Tuesday,CHENNAI BEACH,17:59:54,Thursday
40535,MSB-CGL EMU,2717,CHENNAI BEACH,10:53:24,Sunday,CHENGALPATTU,15:58:43,Wednesday
40536,CGL-MSB EMU,632,CHENGALPATTU,09:09:52,Friday,CHENNAI BEACH,21:21:43,Wednesday
40538,CGL-MSB EMU,195,CHENGALPATTU,10:31:35,Monday,CHENNAI BEACH,09:16:10,Friday
40539,MSB-CGL EMU,782,CHENNAI BEACH,16:00:51,Monday,CHENGALPATTU,04:14:42,Monday
40540,CGL-MSB EMU,1266,CHENGALPATTU,02:21:00,Wednesday,CHENNAI BEACH,00:50:42,Thursday
40541,MSB-CGL EMU,2914,CHENNAI BEACH,16:20:00,Friday,CHENGALPATTU,19:31:06,Tuesday
40542,CGL-MSB EMU,617,CHENGALPATTU,13:24:00,Tuesday,CHENNAI BEACH,16:35:31,Saturday
40543,MSB-CGL EMU,649,CHENNAI BEACH,03:39:08,Tuesday,CHENGALPATTU,11:41:15,Saturday
40544,CGL-MSB EMU,133,CHENGALPATTU,06:19:18,Friday,CHENNAI BEACH,06:44:09,Sunday
40545,MSB-CGL EMU,2799,CHENNAI BEACH,20:30:16,Monday,CHENGALPATTU,15:20:54,Thursday
40547,MSB-CGL EMU,2993,CHENNAI BEACH,12:00:51,Monday,CHENGALPATTU,23:45:44,Tuesday
40548,CGL-MSB EMU,1047,CHENGALPATTU,19:08:28,Wednesday,CHENNAI BEACH,16:16:14,Thursday
40549,MSB-CGL EMU,2643,CHENNAI BEACH,03:03:18,Tuesday,CHENGALPATTU,09:33:39,Tuesday
40550,CGL-MSB EMU,278,CHENGALPATTU,19:55:46,Sunday,CHENNAI BEACH,02:16:14,Monday
40551,MSB-CGL EMU,1481,CHENNAI BEACH,19:13:31,Thursday,CHENGALPATTU,08:56:44,Tuesday
40552,CGL-MSB EMU,916,CHENGALPATTU,03:32:55,Saturday,CHENNAI BEACH,06:31:45,Tuesday
40553,MSB-CGL EMU,322,CHENNAI BEACH,07:47:02,Sunday,CHENGALPATTU,20:35:43,Thursday
40554,CGL-MSB EMU,20,CHENGALPATTU,22:07:40,Thursday,CHENNAI BEACH,10:15:47,Monday
40555,MSB-CGL EMU,2837,CHENNAI BEACH,14:00:18,Monday,CHENGALPATTU,11:24:43,Thursday
40556,CGL-MSB EMU,2610,CHENGALPATTU,02:37:26,Monday,CHENNAI BEACH,15:22:52,Saturday
40557,MSB-CGL EMU,2263,CHENNAI BEACH,03:06:16,Tuesday,CHENGALPATTU,04:57:06,Tuesday
40558,CGL-MSB EMU,766,CHENGALPATTU,00:06:47,Monday,CHENNAI BEACH,01:01:19,Wednesday
40559,MSB-CGL EMU,2328,CHENNAI BEACH,17:37:49,Monday,CHENGALPATTU,17:59:51,Sunday
40560,CGL-MSB EMU,2813,CHENGALPATTU,08:49:52,Sunday,CHENNAI BEACH,00:09:59,Friday
40561,MSB-CGL EMU,1997,CHENNAI BEACH,10:37:25,Friday,CHENGALPATTU,12:51:40,Thursday
40562,CGL-MSB EMU,787,CHENGALPATTU,18:36:16,Thursday,CHENNAI BEACH,22:38:08,Sunday
40563,MSB-CGL EMU,471,CHENNAI BEACH,05:44:20,Saturday,CHENGALPATTU,00:27:29,Monday
40564,CGL-MSB EMU,1431,CHENGALPATTU,02:05:08,Wednesday,CHENNAI BEACH,00:59:52,Friday
40565,MSB-CGL EMU,1740,CHENNAI BEACH,17:42:48,Thursday,CHENGALPATTU,04:41:25,Tuesday
40566,CGL-MSB EMU,29,CHENGALPATTU,16:32:06,Friday,CHENNAI BEACH,23:43:53,Wednesday
40567,MSB-CGL EMU,598,CHENNAI BEACH,06:13:13,Sunday,CHENGALPATTU,04:44:58,Thursday
40568,CGL-MSB EMU,2419,CHENGALPATTU,01:51:33,Thursday,CHENNAI BEACH,06:27:03,Saturday
40569,MSB-CGL EMU,201,CHENNAI BEACH,14:40:00,Monday,CHENGALPATTU,01:31:01,Saturday
40570,CGL-MSB EMU,2525,CHENGALPATTU,19:34:19,Tuesday,CHENNAI BEACH,15:23:01,Friday
40571,TBM - CGL EM,41,CHENNAI BEACH,09:44:51,Wednesday,CHENGALPATTU,00:32:02,Wednesday
40572,TBM-MSB EMU,1608,CHENGALPATTU,07:05:55,Monday,CHENNAI BEACH,19:20:07,Friday
40573,MSB-TBM EMU,743,CHENNAI BEACH,01:45:15,Friday,CHENGALPATTU,22:43:57,Thursday
40574,TBM-MSB EMU,772,CHENGALPATTU,18:30:38,Monday,CHENNAI BEACH,02:09:35,Thursday
40601,MSB-CGL EMU,1516,CHENNAI BEACH,01:20:31,Monday,CHENGALPATTU,09:14:33,Friday
40602,CGL-MSB EMU,195,CHENGALPATTU,22:55:45,Sunday,CHENNAI BEACH,07:44:33,Saturday
40603,MSB-CGL EMU,1323,CHENNAI BEACH,06:39:09,Sunday,CHENGALPATTU,04:32:45,Thursday
40604,CGL-MSB EMU,741,CHENGALPATTU,02:18:04,Wednesday,CHENNAI BEACH,09:30:47,Wednesday
40605,MSB-CGL EMU,2165,CHENNAI BEACH,11:41:42,Sunday,CHENGALPATTU,09:47:40,Friday
40606,CGL-MSB EMU,2203,CHENGALPATTU,18:22:46,Thursday,CHENNAI BEACH,11:47:11,Friday
40607,MSB-CGL EMU,2159,CHENNAI BEACH,22:25:04,Friday,CHENGALPATTU,08:24:15,Sunday
40608,CGL-MSB EMU,1894,CHENGALPATTU,22:07:13,Sunday,CHENNAI BEACH,13:19:26,Tuesday
40609,MSB-CGL EMU,1973,CHENNAI BEACH,02:04:01,Saturday,CHENGALPATTU,16:35:32,Tuesday
40610,CGL-MSB EMU,972,CHENGALPATTU,19:23:36,Tuesday,CHENNAI BEACH,14:24:13,Wednesday
40612,CGL-MSB EMU,333,CHENGALPATTU,06:38:31,Thursday,CHENNAI BEACH,22:14:53,Saturday
40613,MSB-CGL EMU,1503,CHENNAI BEACH,13:17:30,Monday,CHENGALPATTU,04:43:14,Monday
40614,CGL-MSB EMU,2871,CHENGALPATTU,20:24:10,Thursday,CHENNAI BEACH,06:41:51,Tuesday
